sample_id,length,folded_residue_count,disordered_residue_count,folded_fraction,eligible_for_augmentation
pos_train_seq62,149,0,149,0.0,0
pos_train_seq63,200,0,200,0.0,0
pos_train_seq64,64,0,64,0.0,0
pos_train_seq65,341,271,70,0.7947214076246334,1
pos_train_seq66,481,468,13,0.972972972972973,1
pos_train_seq67,326,314,12,0.9631901840490797,1
pos_train_seq68,341,228,113,0.6686217008797654,1
pos_train_seq69,394,379,15,0.9619289340101523,1
pos_train_seq70,130,78,52,0.6,1
pos_train_seq71,150,0,150,0.0,0
pos_train_seq72,150,0,150,0.0,0
pos_train_seq73,201,191,10,0.9502487562189055,1
pos_train_seq74,200,0,200,0.0,0
pos_train_seq75,501,173,328,0.34530938123752497,1
pos_train_seq76,183,123,60,0.6721311475409836,1
pos_train_seq77,150,0,150,0.0,0
pos_train_seq78,165,0,165,0.0,0
pos_train_seq79,178,157,21,0.8820224719101124,1
pos_train_seq80,427,281,146,0.65807962529274,1
pos_train_seq81,73,0,73,0.0,0
pos_train_seq82,479,466,13,0.9728601252609603,1
pos_train_seq83,165,0,165,0.0,0
pos_train_seq84,219,0,219,0.0,0
pos_train_seq85,140,0,140,0.0,0
pos_train_seq86,377,318,59,0.843501326259947,1
pos_train_seq87,321,199,122,0.6199376947040498,1
pos_train_seq88,134,0,134,0.0,0
pos_train_seq89,493,325,168,0.6592292089249493,1
pos_train_seq90,435,229,206,0.5264367816091954,1
pos_train_seq91,472,313,159,0.663135593220339,1
pos_train_seq92,160,0,160,0.0,0
pos_train_seq93,316,127,189,0.40189873417721517,1
pos_train_seq94,422,246,176,0.5829383886255924,1
pos_train_seq95,341,168,173,0.49266862170087977,1
pos_train_seq96,336,214,122,0.6369047619047619,1
pos_train_seq97,191,117,74,0.612565445026178,1
pos_train_seq98,178,107,71,0.601123595505618,1
pos_train_seq99,125,114,11,0.912,1
pos_train_seq100,175,0,175,0.0,0
pos_train_seq101,297,210,87,0.7070707070707071,1
pos_train_seq102,139,0,139,0.0,0
pos_train_seq103,426,256,170,0.6009389671361502,1
pos_train_seq104,332,326,6,0.9819277108433735,1
pos_train_seq105,380,78,302,0.20526315789473684,1
pos_train_seq106,320,156,164,0.4875,1
pos_train_seq107,219,162,57,0.7397260273972602,1
pos_train_seq108,189,181,8,0.9576719576719577,1
pos_train_seq109,244,75,169,0.3073770491803279,1
pos_train_seq110,175,0,175,0.0,0
pos_train_seq111,40,0,40,0.0,0
pos_train_seq112,194,36,158,0.18556701030927836,1
pos_train_seq113,427,344,83,0.8056206088992974,1
pos_train_seq114,120,0,120,0.0,0
pos_train_seq115,158,0,158,0.0,0
pos_train_seq116,272,267,5,0.9816176470588235,1
pos_train_seq117,168,0,168,0.0,0
pos_train_seq118,339,177,162,0.5221238938053098,1
pos_train_seq119,471,157,314,0.3333333333333333,1
pos_train_seq120,168,0,168,0.0,0
pos_train_seq121,172,131,41,0.7616279069767442,1
pos_train_seq122,175,157,18,0.8971428571428571,1
pos_train_seq123,175,37,138,0.21142857142857144,1
pos_train_seq124,375,285,90,0.76,1
pos_train_seq125,139,0,139,0.0,0
pos_train_seq126,196,188,8,0.9591836734693877,1
pos_train_seq127,454,363,91,0.7995594713656388,1
pos_train_seq128,188,0,188,0.0,0
pos_train_seq129,385,19,366,0.04935064935064935,1
pos_train_seq130,307,47,260,0.15309446254071662,1
pos_train_seq131,100,0,100,0.0,0
pos_train_seq132,241,59,182,0.24481327800829875,1
pos_train_seq133,284,83,201,0.29225352112676056,1
pos_train_seq134,139,0,139,0.0,0
pos_train_seq135,185,73,112,0.3945945945945946,1
pos_train_seq136,33,0,33,0.0,0
pos_train_seq137,435,239,196,0.5494252873563218,1
pos_train_seq138,452,88,364,0.19469026548672566,1
pos_train_seq139,297,179,118,0.6026936026936027,1
pos_train_seq140,414,249,165,0.6014492753623188,1
pos_train_seq141,409,0,409,0.0,0
pos_train_seq142,221,0,221,0.0,0
pos_train_seq143,454,373,81,0.8215859030837004,1
pos_train_seq144,437,99,338,0.22654462242562928,1
pos_train_seq145,441,4,437,0.009070294784580499,1
pos_train_seq146,196,39,157,0.1989795918367347,1
pos_train_seq147,150,0,150,0.0,0
pos_train_seq148,475,327,148,0.6884210526315789,1
pos_train_seq149,120,0,120,0.0,0
pos_train_seq150,179,0,179,0.0,0
pos_train_seq151,414,360,54,0.8695652173913043,1
pos_train_seq152,113,0,113,0.0,0
pos_train_seq153,163,75,88,0.4601226993865031,1
pos_train_seq154,135,0,135,0.0,0
pos_train_seq155,471,138,333,0.2929936305732484,1
pos_train_seq156,192,0,192,0.0,0
pos_train_seq157,268,245,23,0.914179104477612,1
pos_train_seq158,214,189,25,0.883177570093458,1
pos_train_seq159,336,0,336,0.0,0
pos_train_seq160,311,155,156,0.4983922829581994,1
pos_train_seq161,501,84,417,0.16766467065868262,1
pos_train_seq162,103,0,103,0.0,0
pos_train_seq163,163,72,91,0.44171779141104295,1
pos_train_seq164,151,0,151,0.0,0
pos_train_seq165,457,403,54,0.8818380743982495,1
pos_train_seq166,178,165,13,0.9269662921348315,1
pos_train_seq167,100,0,100,0.0,0
pos_train_seq168,158,0,158,0.0,0
pos_train_seq169,130,23,107,0.17692307692307693,1
pos_train_seq170,158,0,158,0.0,0
pos_train_seq171,69,5,64,0.07246376811594203,1
pos_train_seq172,152,0,152,0.0,0
pos_train_seq173,431,258,173,0.5986078886310905,1
pos_train_seq174,453,50,403,0.11037527593818984,1
pos_train_seq175,111,0,111,0.0,0
pos_train_seq176,175,37,138,0.21142857142857144,1
pos_train_seq177,160,0,160,0.0,0
pos_train_seq178,321,1,320,0.003115264797507788,1
pos_train_seq179,134,7,127,0.05223880597014925,1
pos_train_seq180,405,23,382,0.056790123456790124,1
pos_train_seq181,175,36,139,0.2057142857142857,1
pos_train_seq182,39,0,39,0.0,0
pos_train_seq183,412,411,1,0.9975728155339806,1
pos_train_seq184,158,145,13,0.9177215189873418,1
pos_train_seq185,494,236,258,0.4777327935222672,1
pos_train_seq186,240,1,239,0.004166666666666667,1
pos_train_seq187,136,106,30,0.7794117647058824,1
pos_train_seq188,326,211,115,0.647239263803681,1
pos_train_seq189,180,158,22,0.8777777777777778,1
pos_train_seq190,255,239,16,0.9372549019607843,1
pos_train_seq191,175,36,139,0.2057142857142857,1
pos_train_seq192,240,0,240,0.0,0
pos_train_seq193,213,136,77,0.6384976525821596,1
pos_train_seq194,158,0,158,0.0,0
pos_train_seq195,483,372,111,0.7701863354037267,1
pos_train_seq196,149,0,149,0.0,0
pos_train_seq197,373,9,364,0.024128686327077747,1
pos_train_seq198,158,0,158,0.0,0
pos_train_seq199,25,7,18,0.28,1
pos_train_seq200,317,317,0,1.0,1
pos_train_seq201,403,288,115,0.7146401985111662,1
pos_train_seq202,310,0,310,0.0,0
pos_train_seq203,480,82,398,0.17083333333333334,1
pos_train_seq204,507,351,156,0.6923076923076923,1
pos_train_seq205,168,0,168,0.0,0
pos_train_seq206,101,33,68,0.32673267326732675,1
pos_train_seq207,509,322,187,0.6326129666011788,1
pos_train_seq208,224,201,23,0.8973214285714286,1
pos_train_seq209,501,305,196,0.6087824351297405,1
pos_train_seq210,239,239,0,1.0,1
pos_train_seq211,406,29,377,0.07142857142857142,1
pos_train_seq212,175,37,138,0.21142857142857144,1
pos_train_seq213,361,124,237,0.34349030470914127,1
pos_train_seq214,160,0,160,0.0,0
pos_train_seq215,475,473,2,0.9957894736842106,1
pos_train_seq216,419,138,281,0.32935560859188545,1
pos_train_seq217,91,88,3,0.967032967032967,1
pos_train_seq218,503,246,257,0.48906560636182905,1
pos_train_seq219,111,104,7,0.9369369369369369,1
pos_train_seq220,361,2,359,0.00554016620498615,1
pos_train_seq221,175,37,138,0.21142857142857144,1
pos_train_seq222,440,212,228,0.4818181818181818,1
pos_train_seq223,338,303,35,0.8964497041420119,1
pos_train_seq224,153,0,153,0.0,0
pos_train_seq225,157,0,157,0.0,0
pos_train_seq226,149,0,149,0.0,0
pos_train_seq227,192,0,192,0.0,0
pos_train_seq228,223,38,185,0.17040358744394618,1
pos_train_seq229,320,154,166,0.48125,1
pos_train_seq230,210,0,210,0.0,0
pos_train_seq231,375,98,277,0.2613333333333333,1
pos_train_seq232,139,0,139,0.0,0
pos_train_seq233,281,253,28,0.900355871886121,1
pos_train_seq234,472,175,297,0.3707627118644068,1
pos_train_seq235,149,0,149,0.0,0
pos_train_seq236,453,219,234,0.48344370860927155,1
pos_train_seq237,156,0,156,0.0,0
pos_train_seq238,158,1,157,0.006329113924050633,1
pos_train_seq239,502,140,362,0.2788844621513944,1
pos_train_seq240,341,168,173,0.49266862170087977,1
pos_train_seq241,165,0,165,0.0,0
pos_train_seq242,165,0,165,0.0,0
pos_train_seq243,382,6,376,0.015706806282722512,1
pos_train_seq244,500,359,141,0.718,1
pos_train_seq245,200,0,200,0.0,0
pos_train_seq246,88,41,47,0.4659090909090909,1
pos_train_seq247,184,171,13,0.9293478260869565,1
pos_train_seq248,449,299,150,0.6659242761692651,1
pos_train_seq249,184,171,13,0.9293478260869565,1
pos_train_seq250,462,293,169,0.6341991341991342,1
pos_train_seq251,482,211,271,0.43775933609958506,1
pos_train_seq252,161,0,161,0.0,0
pos_train_seq253,212,0,212,0.0,0
pos_train_seq254,411,155,256,0.3771289537712895,1
pos_train_seq255,267,0,267,0.0,0
pos_train_seq256,36,0,36,0.0,0
pos_train_seq257,294,75,219,0.25510204081632654,1
pos_train_seq258,191,118,73,0.6178010471204188,1
pos_train_seq259,409,7,402,0.017114914425427872,1
pos_train_seq260,460,289,171,0.6282608695652174,1
pos_train_seq261,244,34,210,0.13934426229508196,1
pos_train_seq262,184,158,26,0.8586956521739131,1
pos_train_seq263,448,0,448,0.0,0
pos_train_seq264,106,51,55,0.4811320754716981,1
pos_train_seq265,112,0,112,0.0,0
pos_train_seq266,149,0,149,0.0,0
pos_train_seq267,456,273,183,0.5986842105263158,1
pos_train_seq268,379,315,64,0.8311345646437994,1
pos_train_seq269,396,375,21,0.946969696969697,1
pos_train_seq270,211,0,211,0.0,0
pos_train_seq271,317,0,317,0.0,0
pos_train_seq272,165,0,165,0.0,0
pos_train_seq273,341,182,159,0.533724340175953,1
pos_train_seq274,163,54,109,0.3312883435582822,1
pos_train_seq275,236,0,236,0.0,0
pos_train_seq276,250,132,118,0.528,1
pos_train_seq277,177,102,75,0.576271186440678,1
pos_train_seq278,392,117,275,0.29846938775510207,1
pos_train_seq279,329,156,173,0.47416413373860183,1
pos_train_seq280,211,87,124,0.41232227488151657,1
pos_train_seq281,404,160,244,0.39603960396039606,1
pos_train_seq282,310,271,39,0.8741935483870967,1
pos_train_seq283,158,0,158,0.0,0
pos_train_seq284,175,37,138,0.21142857142857144,1
pos_train_seq285,396,141,255,0.3560606060606061,1
pos_train_seq286,471,194,277,0.4118895966029724,1
pos_train_seq287,252,0,252,0.0,0
pos_train_seq288,204,118,86,0.5784313725490197,1
pos_train_seq289,245,97,148,0.39591836734693875,1
pos_train_seq290,391,355,36,0.907928388746803,1
pos_train_seq291,290,169,121,0.5827586206896552,1
pos_train_seq292,262,231,31,0.8816793893129771,1
pos_train_seq293,163,62,101,0.3803680981595092,1
pos_train_seq294,494,84,410,0.1700404858299595,1
pos_train_seq295,163,66,97,0.4049079754601227,1
pos_train_seq296,163,0,163,0.0,0
pos_train_seq297,395,319,76,0.8075949367088607,1
pos_train_seq298,450,370,80,0.8222222222222222,1
pos_train_seq299,225,0,225,0.0,0
pos_train_seq300,505,173,332,0.3425742574257426,1
pos_train_seq301,332,158,174,0.4759036144578313,1
pos_train_seq302,108,0,108,0.0,0
pos_train_seq303,412,331,81,0.8033980582524272,1
pos_train_seq304,352,321,31,0.9119318181818182,1
pos_train_seq305,330,260,70,0.7878787878787878,1
pos_train_seq306,378,0,378,0.0,0
pos_train_seq307,174,153,21,0.8793103448275862,1
pos_train_seq308,193,0,193,0.0,0
pos_train_seq309,160,0,160,0.0,0
pos_train_seq310,206,93,113,0.45145631067961167,1
pos_train_seq311,168,0,168,0.0,0
pos_train_seq312,422,420,2,0.995260663507109,1
pos_train_seq313,191,122,69,0.6387434554973822,1
pos_train_seq314,167,0,167,0.0,0
pos_train_seq315,150,0,150,0.0,0
pos_train_seq316,503,399,104,0.7932405566600398,1
pos_train_seq317,50,0,50,0.0,0
pos_train_seq318,175,1,174,0.005714285714285714,1
pos_train_seq319,175,37,138,0.21142857142857144,1
pos_train_seq320,180,0,180,0.0,0
pos_train_seq321,317,30,287,0.0946372239747634,1
pos_train_seq322,326,197,129,0.6042944785276073,1
pos_train_seq323,400,0,400,0.0,0
pos_train_seq324,244,187,57,0.7663934426229508,1
pos_train_seq325,49,0,49,0.0,0
pos_train_seq326,338,163,175,0.4822485207100592,1
pos_train_seq327,93,33,60,0.3548387096774194,1
pos_train_seq328,257,184,73,0.7159533073929961,1
pos_train_seq329,165,0,165,0.0,0
pos_train_seq330,351,351,0,1.0,1
pos_train_seq331,150,1,149,0.006666666666666667,1
pos_train_seq332,366,216,150,0.5901639344262295,1
pos_train_seq333,293,257,36,0.8771331058020477,1
pos_train_seq334,184,171,13,0.9293478260869565,1
pos_train_seq335,165,0,165,0.0,0
pos_train_seq336,118,28,90,0.23728813559322035,1
pos_train_seq337,123,0,123,0.0,0
pos_train_seq338,505,301,204,0.596039603960396,1
pos_train_seq339,149,0,149,0.0,0
pos_train_seq340,299,146,153,0.4882943143812709,1
pos_train_seq341,225,0,225,0.0,0
pos_train_seq342,445,88,357,0.19775280898876405,1
pos_train_seq343,460,442,18,0.9608695652173913,1
pos_train_seq344,173,0,173,0.0,0
pos_train_seq345,507,0,507,0.0,0
pos_train_seq346,136,0,136,0.0,0
pos_train_seq347,294,112,182,0.38095238095238093,1
pos_train_seq348,254,0,254,0.0,0
pos_train_seq349,40,0,40,0.0,0
pos_train_seq350,327,157,170,0.4801223241590214,1
pos_train_seq351,484,484,0,1.0,1
pos_train_seq352,442,214,228,0.4841628959276018,1
pos_train_seq353,501,306,195,0.6107784431137725,1
pos_train_seq354,139,0,139,0.0,0
pos_train_seq355,207,178,29,0.8599033816425121,1
pos_train_seq356,490,59,431,0.12040816326530612,1
pos_train_seq357,134,0,134,0.0,0
pos_train_seq358,185,0,185,0.0,0
pos_train_seq359,117,104,13,0.8888888888888888,1
pos_train_seq360,377,206,171,0.5464190981432361,1
pos_train_seq361,418,128,290,0.3062200956937799,1
pos_train_seq362,208,108,100,0.5192307692307693,1
pos_train_seq363,463,278,185,0.6004319654427646,1
pos_train_seq364,157,0,157,0.0,0
pos_train_seq365,506,0,506,0.0,0
pos_train_seq366,118,0,118,0.0,0
pos_train_seq367,352,140,212,0.3977272727272727,1
pos_train_seq368,165,0,165,0.0,0
pos_train_seq369,486,28,458,0.05761316872427984,1
pos_train_seq370,506,377,129,0.7450592885375494,1
pos_train_seq371,466,210,256,0.45064377682403434,1
pos_train_seq372,459,457,2,0.9956427015250545,1
pos_train_seq373,471,376,95,0.7983014861995754,1
pos_train_seq374,129,21,108,0.16279069767441862,1
pos_train_seq375,148,0,148,0.0,0
pos_train_seq376,439,221,218,0.5034168564920274,1
pos_train_seq377,174,159,15,0.9137931034482759,1
pos_train_seq378,150,0,150,0.0,0
pos_train_seq379,409,171,238,0.4180929095354523,1
pos_train_seq380,210,208,2,0.9904761904761905,1
pos_train_seq381,311,156,155,0.5016077170418006,1
pos_train_seq382,152,0,152,0.0,0
pos_train_seq383,434,295,139,0.6797235023041475,1
pos_train_seq384,388,372,16,0.9587628865979382,1
pos_train_seq385,495,305,190,0.6161616161616161,1
pos_train_seq386,240,51,189,0.2125,1
pos_train_seq387,165,0,165,0.0,0
pos_train_seq388,149,0,149,0.0,0
pos_train_seq389,253,79,174,0.31225296442687744,1
pos_train_seq390,390,0,390,0.0,0
pos_train_seq391,296,124,172,0.4189189189189189,1
pos_train_seq392,152,0,152,0.0,0
pos_train_seq393,374,340,34,0.9090909090909091,1
pos_train_seq394,25,14,11,0.56,1
pos_train_seq395,191,118,73,0.6178010471204188,1
pos_train_seq396,264,235,29,0.8901515151515151,1
pos_train_seq397,305,92,213,0.3016393442622951,1
pos_train_seq398,139,0,139,0.0,0
pos_train_seq399,183,140,43,0.7650273224043715,1
pos_train_seq400,381,243,138,0.6377952755905512,1
pos_train_seq401,157,0,157,0.0,0
pos_train_seq402,314,156,158,0.4968152866242038,1
pos_train_seq403,149,0,149,0.0,0
pos_train_seq404,332,8,324,0.024096385542168676,1
pos_train_seq405,100,56,44,0.56,1
pos_train_seq406,371,231,140,0.6226415094339622,1
pos_train_seq407,377,174,203,0.46153846153846156,1
pos_train_seq408,381,326,55,0.8556430446194225,1
pos_train_seq409,213,0,213,0.0,0
pos_train_seq410,300,1,299,0.0033333333333333335,1
pos_train_seq411,452,0,452,0.0,0
pos_train_seq412,346,180,166,0.5202312138728323,1
pos_train_seq413,152,115,37,0.756578947368421,1
pos_train_seq414,417,407,10,0.9760191846522782,1
pos_train_seq415,414,249,165,0.6014492753623188,1
pos_train_seq416,268,166,102,0.6194029850746269,1
pos_train_seq417,422,420,2,0.995260663507109,1
pos_train_seq418,367,236,131,0.6430517711171662,1
pos_train_seq419,418,45,373,0.1076555023923445,1
pos_train_seq420,99,0,99,0.0,0
pos_train_seq421,25,3,22,0.12,1
pos_train_seq422,187,75,112,0.40106951871657753,1
pos_train_seq423,257,0,257,0.0,0
pos_train_seq424,220,0,220,0.0,0
pos_train_seq425,178,100,78,0.5617977528089888,1
pos_train_seq426,157,72,85,0.4585987261146497,1
pos_train_seq427,495,476,19,0.9616161616161616,1
pos_train_seq428,213,99,114,0.4647887323943662,1
pos_train_seq429,355,163,192,0.4591549295774648,1
pos_train_seq430,441,6,435,0.013605442176870748,1
pos_train_seq431,372,156,216,0.41935483870967744,1
pos_train_seq432,383,261,122,0.6814621409921671,1
pos_train_seq433,352,232,120,0.6590909090909091,1
pos_train_seq434,236,0,236,0.0,0
pos_train_seq435,205,91,114,0.44390243902439025,1
pos_train_seq436,507,137,370,0.2702169625246548,1
pos_train_seq437,411,79,332,0.1922141119221411,1
pos_train_seq438,495,87,408,0.17575757575757575,1
pos_train_seq439,175,36,139,0.2057142857142857,1
pos_train_seq440,474,0,474,0.0,0
pos_train_seq441,157,0,157,0.0,0
pos_train_seq442,390,199,191,0.5102564102564102,1
pos_train_seq443,217,215,2,0.9907834101382489,1
pos_train_seq444,23,6,17,0.2608695652173913,1
pos_train_seq445,397,313,84,0.7884130982367759,1
pos_train_seq446,270,86,184,0.31851851851851853,1
pos_train_seq447,96,0,96,0.0,0
pos_train_seq448,250,0,250,0.0,0
pos_train_seq449,203,0,203,0.0,0
pos_train_seq450,182,120,62,0.6593406593406593,1
pos_train_seq451,68,0,68,0.0,0
pos_train_seq452,317,189,128,0.5962145110410094,1
pos_train_seq453,168,0,168,0.0,0
pos_train_seq454,152,0,152,0.0,0
pos_train_seq455,171,106,65,0.6198830409356725,1
pos_train_seq456,160,0,160,0.0,0
pos_train_seq457,20,0,20,0.0,0
pos_train_seq458,432,320,112,0.7407407407407407,1
pos_train_seq459,196,40,156,0.20408163265306123,1
pos_train_seq460,120,0,120,0.0,0
pos_train_seq461,476,284,192,0.5966386554621849,1
pos_train_seq462,305,171,134,0.5606557377049181,1
pos_train_seq463,406,152,254,0.37438423645320196,1
pos_train_seq464,25,0,25,0.0,0
pos_train_seq465,160,0,160,0.0,0
pos_train_seq466,425,312,113,0.7341176470588235,1
pos_train_seq467,386,380,6,0.9844559585492227,1
pos_train_seq468,434,262,172,0.6036866359447005,1
pos_train_seq469,231,184,47,0.7965367965367965,1
pos_train_seq470,157,0,157,0.0,0
pos_train_seq471,437,431,6,0.9862700228832952,1
pos_train_seq472,431,263,168,0.6102088167053364,1
pos_train_seq473,112,0,112,0.0,0
pos_train_seq474,96,0,96,0.0,0
pos_train_seq475,360,145,215,0.4027777777777778,1
pos_train_seq476,407,254,153,0.6240786240786241,1
pos_train_seq477,150,0,150,0.0,0
pos_train_seq478,299,119,180,0.3979933110367893,1
pos_train_seq479,370,309,61,0.8351351351351352,1
pos_train_seq480,409,308,101,0.7530562347188264,1
pos_train_seq481,209,114,95,0.5454545454545454,1
pos_train_seq482,40,0,40,0.0,0
pos_train_seq483,340,0,340,0.0,0
pos_train_seq484,359,14,345,0.03899721448467967,1
pos_train_seq485,491,86,405,0.17515274949083504,1
pos_train_seq486,184,171,13,0.9293478260869565,1
pos_train_seq487,454,298,156,0.6563876651982379,1
pos_train_seq488,419,356,63,0.8496420047732697,1
pos_train_seq489,501,173,328,0.34530938123752497,1
pos_train_seq490,136,78,58,0.5735294117647058,1
pos_train_seq491,383,329,54,0.8590078328981723,1
pos_train_seq492,508,452,56,0.889763779527559,1
pos_train_seq493,296,133,163,0.44932432432432434,1
pos_train_seq494,192,191,1,0.9947916666666666,1
pos_train_seq495,340,223,117,0.6558823529411765,1
pos_train_seq496,403,289,114,0.71712158808933,1
pos_train_seq497,168,0,168,0.0,0
pos_train_seq498,120,0,120,0.0,0
pos_train_seq499,397,242,155,0.6095717884130982,1
pos_train_seq500,449,312,137,0.6948775055679287,1
pos_train_seq501,149,0,149,0.0,0
pos_train_seq502,353,172,181,0.48725212464589235,1
pos_train_seq503,153,12,141,0.0784313725490196,1
pos_train_seq504,127,127,0,1.0,1
pos_train_seq505,168,0,168,0.0,0
pos_train_seq506,415,369,46,0.8891566265060241,1
pos_train_seq507,443,57,386,0.12866817155756208,1
pos_train_seq508,350,0,350,0.0,0
pos_train_seq509,95,0,95,0.0,0
pos_train_seq510,366,30,336,0.08196721311475409,1
pos_train_seq511,476,79,397,0.16596638655462184,1
pos_train_seq512,160,0,160,0.0,0
pos_train_seq513,158,0,158,0.0,0
pos_train_seq514,475,327,148,0.6884210526315789,1
pos_train_seq515,361,107,254,0.296398891966759,1
pos_train_seq516,150,0,150,0.0,0
pos_train_seq517,40,0,40,0.0,0
pos_train_seq518,429,194,235,0.4522144522144522,1
pos_train_seq519,358,105,253,0.29329608938547486,1
pos_train_seq520,254,79,175,0.3110236220472441,1
pos_train_seq521,210,1,209,0.004761904761904762,1
pos_train_seq522,103,0,103,0.0,0
pos_train_seq523,175,37,138,0.21142857142857144,1
pos_train_seq524,323,204,119,0.631578947368421,1
pos_train_seq525,225,0,225,0.0,0
pos_train_seq526,340,88,252,0.25882352941176473,1
pos_train_seq527,150,1,149,0.006666666666666667,1
pos_train_seq528,266,33,233,0.12406015037593984,1
pos_train_seq529,125,0,125,0.0,0
pos_train_seq530,169,0,169,0.0,0
pos_train_seq531,478,437,41,0.9142259414225942,1
pos_train_seq532,327,71,256,0.21712538226299694,1
pos_train_seq533,392,117,275,0.29846938775510207,1
pos_train_seq534,440,152,288,0.34545454545454546,1
pos_train_seq535,165,0,165,0.0,0
pos_train_seq536,377,318,59,0.843501326259947,1
pos_train_seq537,192,0,192,0.0,0
pos_train_seq538,333,48,285,0.14414414414414414,1
pos_train_seq539,236,0,236,0.0,0
pos_train_seq540,140,1,139,0.007142857142857143,1
pos_train_seq541,156,78,78,0.5,1
pos_train_seq542,148,0,148,0.0,0
pos_train_seq543,294,134,160,0.4557823129251701,1
pos_train_seq544,398,163,235,0.40954773869346733,1
pos_train_seq545,359,348,11,0.9693593314763231,1
pos_train_seq546,400,0,400,0.0,0
pos_train_seq547,400,0,400,0.0,0
pos_train_seq548,108,76,32,0.7037037037037037,1
pos_train_seq549,331,7,324,0.021148036253776436,1
pos_train_seq550,439,74,365,0.16856492027334852,1
pos_train_seq551,185,135,50,0.7297297297297297,1
pos_train_seq552,103,31,72,0.30097087378640774,1
pos_train_seq553,159,0,159,0.0,0
pos_train_seq554,149,0,149,0.0,0
pos_train_seq555,111,38,73,0.34234234234234234,1
pos_train_seq556,181,121,60,0.6685082872928176,1
pos_train_seq557,450,415,35,0.9222222222222223,1
pos_train_seq558,356,106,250,0.29775280898876405,1
pos_train_seq559,303,255,48,0.8415841584158416,1
pos_train_seq560,221,72,149,0.3257918552036199,1
pos_train_seq561,280,141,139,0.5035714285714286,1
pos_train_seq562,160,0,160,0.0,0
pos_train_seq563,103,0,103,0.0,0
pos_train_seq564,338,63,275,0.1863905325443787,1
pos_train_seq565,44,0,44,0.0,0
pos_train_seq566,313,195,118,0.6230031948881789,1
pos_train_seq567,478,87,391,0.18200836820083682,1
pos_train_seq568,390,47,343,0.12051282051282051,1
pos_train_seq569,332,332,0,1.0,1
pos_train_seq570,456,86,370,0.18859649122807018,1
pos_train_seq571,160,0,160,0.0,0
pos_train_seq572,160,157,3,0.98125,1
pos_train_seq573,265,131,134,0.49433962264150944,1
pos_train_seq574,392,224,168,0.5714285714285714,1
pos_train_seq575,504,0,504,0.0,0
